entry_id,molecule,mapping,ansatz_type,n_qubits,status,flags,n_1q,n_2q,gap_mHa,c_I_minus_E_Ha,penalty_opt_mHa,noisy_gap_opt_mHa,meets_opt,eps_eff_opt,eps_model_opt,penalty_current_mHa,noisy_gap_current_mHa,meets_current,eps_eff_current,eps_model_current,penalty_pessimistic_mHa,noisy_gap_pessimistic_mHa,meets_pessimistic,eps_eff_pessimistic,eps_model_pessimistic,penalty_device-sc_mHa,noisy_gap_device-sc_mHa,meets_device-sc,eps_eff_device-sc,eps_model_device-sc,zne_residual_mHa,zne_gap_mHa,meets_after_zne,reason
N2_ccpvdz_PAR_HEA_v4_casscf_tapered__sha256_0b03cbea39d46669,N2,parity,hea,8,ok,,40,28,103.52211251903043,3.4975649418907437,116.0390072330415,219.56111975207193,False,0.03317708438897839,0.07692997226588616,540.1652310159193,643.6873435349497,False,0.15444037208467445,0.3305232862122167,990.5311384011526,1094.053250920183,False,0.28320593180056375,0.552938030221089,633.3571518940317,736.8792644130622,False,0.1810851728035809,,16.422635816823572,119.944748335854,False,
N2_ccpvdz_PAR_HEA_v4_casscf_tapered__sha256_1092269e3f92c847,N2,parity,hea,8,ok,,88,70,4.403958606459923,3.5966830958033142,329.16236921363407,333.566327820094,False,0.09151831296944334,0.18006100469774655,1352.854471578354,1357.2584301848137,False,0.37613946948978993,0.6303300032610368,2167.2352402293454,2171.6391988358055,False,0.6025649695849271,0.864208474714545,1575.8118249237468,1580.2157835302069,False,0.43812918262452355,,227.3616191095158,231.76557771597572,False,
NH3_ccpvdz_JW_HEA_v4_tapered__sha256_07291783190d6a4e,NH3,jordan_wigner,hea,5,ok,,15,8,1.8800185149316917,1.4657961279476481,13.80505538605803,15.685073900989721,False,0.009418127884801649,0.023077252845439378,67.28910481692196,69.16912333185365,False,0.04590618267708048,0.11043895450200347,130.4235713354771,132.3035898504088,False,0.08897797507358081,0.20925652659813931,84.33033158937064,86.21035010430234,False,0.05753210148497715,,0.36508733536777527,2.245105850299467,True,
NH3_ccpvdz_JW_UCCSD_v4_tapered__sha256_bff85ae0c8311f46,NH3,jordan_wigner,uccsd_tapered,5,ok,,713,576,0.03244514520162056,1.4676437013173782,671.5773025641383,671.6097477093399,False,0.4575887880425752,0.8044810388228261,1316.2045448692438,1316.2369900144454,False,0.8968147675677685,0.9997201358351243,1439.2704944297136,1439.3029395749154,False,0.9806675101986971,0.9999999256602794,1409.0754662670406,1409.1079114122422,False,0.9600936964484187,,1093.1409357293376,1093.1733808745391,False,
NH3_ccpvdz_PAR_HEA_v4_tapered__sha256_985901ca28fa7f97,NH3,parity,hea,5,ok,,15,8,0.734070594127445,1.4669420758684808,16.388194144774104,17.12226473890155,False,0.011171670929863896,0.023077252845439378,79.98351253110769,80.71758312523514,False,0.054523974631891764,0.11043895450200347,155.26006647993995,155.9941370740674,False,0.1058392618454417,0.20925652659813931,98.09871243593449,98.83278303006193,False,0.06687292842006501,,0.37813367611505555,1.1122042702425006,True,
benzene_ccpvdz_JW_ADAPT_v4_casscf_tapered__sha256_6a02a889695ff913,benzene,jordan_wigner,adapt,9,ok,,154,176,9.539714606773941,2.297138032092221,610.965389549051,620.5051041558249,False,0.2659680789806902,0.3874846054794461,1737.830570539188,1747.370285145962,False,0.7565198722326588,0.9143276149294737,2069.4012751332875,2078.940989740062,False,0.9008606562699623,0.9927761953203706,1821.2338684885765,1830.7735830953504,False,0.7928273543187158,,1147.6982114869259,1157.2379260936998,False,
benzene_ccpvdz_JW_HEA_v4_casscf_tapered__sha256_3d3de57a516e599d,benzene,jordan_wigner,hea,9,ok,,63,48,127.9563861249926,2.178721360574002,170.49184131874995,298.44822744374255,False,0.07825316463314633,0.12758143919265486,719.1293513750168,847.0857375000094,False,0.33006944549602996,0.4954845769537375,1180.7536620414965,1308.710048166489,False,0.5419479899579344,0.7465695877977658,847.9435625225165,975.8999486475091,False,0.38919321114982725,,96.01514731829752,223.97153344329013,False,
benzene_ccpvdz_JW_HEA_v4_casscf_tapered__sha256_6c49b2e94f84aa30,benzene,jordan_wigner,hea,9,ok,,99,80,8.740936411754774,2.29793681028724,193.36346260999449,202.10439902174926,False,0.08414655344061625,0.20282142170115036,794.2665308453627,803.0074672571175,False,0.34564332982945695,0.6789826520678695,1276.7368958465397,1285.4778322582945,False,0.5556013943163862,0.897692401428123,936.7026477301863,945.4435841419411,False,0.40762767867977157,,135.29252312795848,144.03345953971325,False,
water_dimer_ccpvdz_JW_ADAPT_v4_tapered__sha256_3e0a9ef75a4bc666,water_dimer,jordan_wigner,adapt,5,ok,,6,8,0.1109436058470692,1.5231575766175354,13.535494258320568,13.646437864167638,False,0.00888647009745291,0.021904163628418072,65.91933067565492,66.03027428150199,False,0.04327807686322349,0.10508375343132392,127.60366695619041,127.71461056203748,False,0.0837757490853697,0.1997040349295105,79.00334383944596,79.11428744529303,False,0.051868135675685045,,0.3326189988115402,0.4435626046586094,True,
water_dimer_ccpvdz_JW_HEA_v4_tapered__sha256_bfa557aad3442cc8,water_dimer,jordan_wigner,hea,5,ok,,15,8,0.3318460780690202,1.5229366741453134,12.708244665077473,13.040090743146493,False,0.008344565391866645,0.023077252845439378,62.53012589937157,62.86197197744059,False,0.04105891397911477,0.11043895450200347,122.59007123500965,122.92191731307867,False,0.0804958428779111,0.20925652659813931,82.9672271724462,83.29907325051522,False,0.054478448500827,,0.13791518537686898,0.4697612634458892,True,
